Difference (Minutes),1,,Difference (Minutes),1
Enc_Day_of_Week__4789,0.023865788,,Enc_Day_of_Week__5000,-0.001910307
Enc_Day_of_Week__4791,-0.018072238,,Enc_Actual_Hour_Depart__23,-0.001913208
Enc_Day_of_Week__4792,0.006480485,,Enc_Transit_Date__3/4/2019,-0.001963599
Enc_Day_of_Week__4793,-0.007665247,,Enc_Stop_Sequence__10818,-0.001979051
Enc_Day_of_Week__4803,-0.012120966,,Enc_Stop_Sequence__10701,-0.001979501
Enc_Day_of_Week__4804,0.001825817,,Enc_Stop_Sequence__10887,-0.00206074
Enc_Day_of_Week__4808,0.002830858,,Enc_Day_of_Week__4705,-0.002076759
Enc_Day_of_Week__4809,-0.008340206,,Enc_Transit_Date__6/15/2019,-0.002105232
Enc_Day_of_Week__4810,0.011929588,,Enc_Transit_Date__2/12/2019,-0.002130347
Enc_Day_of_Week__4811,-0.006537576,,Enc_Transit_Date__4/5/2019,-0.002133228
Enc_Day_of_Week__4812,0.023771579,,Enc_Day_of_Week__4951,-0.002147721
Enc_Day_of_Week__4814,-0.022051879,,Enc_Day_of_Week__3778,-0.002176694
Enc_Day_of_Week__4815,-0.000815257,,Enc_Day_of_Week__4870,-0.002239659
Enc_Day_of_Week__4816,-0.011952336,,Enc_Stop_Sequence__10886,-0.002243544
Enc_Day_of_Week__4817,0.004443948,,Enc_Transit_Date__10/16/2019,-0.002253732
Enc_Day_of_Week__4822,6.50E-05,,Enc_Day_of_Week__3004,-0.002282759
Enc_Day_of_Week__4823,0.005906834,,Enc_Day_of_Week__4590,-0.002287077
Enc_Day_of_Week__4824,-0.001553085,,Enc_Transit_Date__6/22/2019,-0.002317271
Enc_Day_of_Week__4825,-0.000204566,,Enc_Day_of_Week__4478,-0.002337927
Enc_Day_of_Week__4826,0.002035764,,Enc_Stop_Sequence__11658,-0.002385014
Enc_Day_of_Week__4827,-0.004474174,,Enc_Day_of_Week__4964,-0.002407848
Enc_Day_of_Week__4828,-0.004491292,,Enc_Day_of_Week__4895,-0.002409114
Enc_Day_of_Week__4829,-0.017230743,,Enc_Stop_Sequence__10830,-0.002416029
Enc_Day_of_Week__4834,-0.001527147,,Enc_Day_of_Week__4777,-0.002426479
Enc_Day_of_Week__4835,0.00186012,,Enc_Day_of_Week__4466,-0.002455235
Enc_Day_of_Week__4836,0.002564857,,Enc_Transit_Date__8/1/2019,-0.002491847
Enc_Day_of_Week__4839,-0.000956782,,Enc_Stop_Sequence__10250,-0.00253339
Enc_Day_of_Week__4847,-0.001245972,,Enc_Day_of_Week__4530,-0.00253339
Enc_Day_of_Week__4849,0.00418314,,Enc_Day_of_Week__3097,-0.002550999
Enc_Day_of_Week__4851,0.000431322,,Enc_Transit_Date__12/28/2019,-0.002551395
Enc_Day_of_Week__4853,-0.003637259,,Enc_Stop_ID__-1.035,-0.002560907
Enc_Day_of_Week__4854,0.001129018,,Enc_Stop_ID__23.995,-0.002560907
Enc_Day_of_Week__4855,0.007210935,,Enc_Actual_Hour_Depart__2,-0.002563138
Enc_Day_of_Week__4859,0.000941194,,Enc_Day_of_Week__4360,-0.002578972
Enc_Day_of_Week__4862,-0.005696331,,Enc_Transit_Date__3/20/2019,-0.002585901
Enc_Day_of_Week__4864,0.006559809,,Enc_Transit_Date__8/21/2019,-0.002592274
Enc_Day_of_Week__4867,-0.019106342,,Enc_Day_of_Week__4949,-0.002616094
Enc_Day_of_Week__4869,-0.014648466,,Enc_Day_of_Week__4527,-0.002628273
Enc_Day_of_Week__4870,-0.002239659,,Enc_Transit_Date__3/11/2019,-0.002634333
Enc_Day_of_Week__4872,0.012655714,,Enc_Day_of_Week__5001,-0.002656985
Enc_Day_of_Week__4874,0.00752855,,Enc_Transit_Date__3/5/2019,-0.002684856
Enc_Day_of_Week__4875,0.031676876,,Enc_Transit_Date__10/17/2019,-0.002691421
Enc_Day_of_Week__4878,-0.001218521,,Enc_Transit_Date__5/4/2019,-0.002711171
Enc_Day_of_Week__4879,0.002383658,,Enc_Day_of_Week__3501,-0.002712143
Enc_Day_of_Week__4880,0.010600154,,Enc_Stop_Sequence__10885,-0.002771755
Enc_Day_of_Week__4881,0.025791759,,Enc_Transit_Date__5/11/2019,-0.002788667
Enc_Day_of_Week__4882,-0.017100444,,Enc_Transit_Date__12/2/2019,-0.002885607
Enc_Day_of_Week__4884,0.001328474,,Enc_Day_of_Week__4262,-0.002895386
Enc_Day_of_Week__4885,0.021121408,,Enc_Day_of_Week__4375,-0.002943484
Enc_Day_of_Week__4886,-0.001308979,,Enc_Day_of_Week__4965,-0.002948502
Enc_Day_of_Week__4888,-0.00881567,,Enc_Day_of_Week__4124,-0.00298123
Enc_Day_of_Week__4889,0.047545635,,Enc_Day_of_Week__4670,-0.002984732
Enc_Day_of_Week__4891,0.014197937,,Enc_Stop_Sequence__10636,-0.00298603
Enc_Day_of_Week__4892,0.011560556,,Enc_Transit_Date__10/27/2019,-0.00303427
Enc_Day_of_Week__4893,0.00407821,,Enc_Transit_Date__11/21/2019,-0.003037425
Enc_Day_of_Week__4895,-0.002409114,,Enc_Day_of_Week__4977,-0.00304134
Enc_Day_of_Week__4902,-0.005780636,,Enc_Stop_Sequence__10695,-0.003045467
Enc_Day_of_Week__4903,-0.008235404,,Enc_Stop_Sequence__10269,-0.003082845
Enc_Day_of_Week__4904,-0.021170007,,Enc_Transit_Date__11/3/2019,-0.003112139
Enc_Day_of_Week__4905,0.000168363,,Enc_Transit_Date__3/28/2019,-0.003149541
Enc_Day_of_Week__4906,-0.011868018,,Enc_Day_of_Week__4549,-0.003162576
Enc_Day_of_Week__4907,0.004878451,,Enc_Stop_Sequence__10901,-0.003179566
Enc_Day_of_Week__4909,-0.007846206,,Enc_Transit_Date__8/31/2019,-0.003185835
Enc_Day_of_Week__4910,0.001101128,,Enc_Day_of_Week__5009,-0.003189436
Enc_Day_of_Week__4918,0.00419596,,Enc_Transit_Date__9/30/2019,-0.003220106
Enc_Day_of_Week__4919,0.001317143,,Enc_Stop_Sequence__10272,-0.003223226
Enc_Day_of_Week__4920,-0.004606325,,Enc_Transit_Date__8/7/2019,-0.003263754
Enc_Day_of_Week__4921,0.007980966,,Enc_Transit_Date__4/15/2019,-0.003296169
Enc_Day_of_Week__4922,-0.007803261,,Enc_Stop_Sequence__10809,-0.00329775
Enc_Day_of_Week__4923,0.000399165,,Enc_Day_of_Week__4501,-0.003320475
Enc_Day_of_Week__4924,0.000739787,,Enc_Stop_Sequence__10708,-0.003352679
Enc_Day_of_Week__4925,-0.001579415,,Enc_Stop_Sequence__10689,-0.003362806
Enc_Day_of_Week__4926,-0.004671442,,Enc_Day_of_Week__4693,-0.003390841
Enc_Day_of_Week__4927,-0.005467844,,Enc_Stop_Sequence__10305,-0.003438631
Enc_Day_of_Week__4928,0.003297441,,Enc_Day_of_Week__4221,-0.00345612
Enc_Day_of_Week__4931,0.008295235,,Enc_Transit_Date__5/31/2019,-0.00349064
Enc_Day_of_Week__4932,-0.022423285,,Enc_Stop_Sequence__10281,-0.003524611
Enc_Day_of_Week__4933,0.002598612,,Enc_Transit_Date__9/29/2019,-0.003561924
Enc_Day_of_Week__4934,0.013818543,,Enc_Transit_Date__6/4/2019,-0.003571149
Enc_Day_of_Week__4935,-0.001780721,,Enc_Day_of_Week__4522,-0.003575781
Enc_Day_of_Week__4936,0.01641644,,Enc_Day_of_Week__4853,-0.003637259
Enc_Day_of_Week__4937,0.00661807,,Enc_Transit_Date__11/30/2019,-0.003645282
Enc_Day_of_Week__4941,0.024720294,,Enc_Transit_Date__9/28/2019,-0.003654447
Enc_Day_of_Week__4946,0.003963766,,Enc_Stop_Sequence__10700,-0.003699371
Enc_Day_of_Week__4947,0.008292537,,Enc_Day_of_Week__5003,-0.003707936
Enc_Day_of_Week__4948,0.033337649,,Enc_Day_of_Week__4361,-0.00371748
Enc_Day_of_Week__4949,-0.002616094,,Enc_Transit_Date__9/25/2019,-0.003733111
Enc_Day_of_Week__4950,0.004173456,,Enc_Day_of_Week__4571,-0.003758777
Enc_Day_of_Week__4951,-0.002147721,,Enc_Stop_Sequence__10712,-0.003761201
Enc_Day_of_Week__4952,0.0097666,,Enc_Transit_Date__12/29/2019,-0.003820297
Enc_Day_of_Week__4953,-0.009338582,,Enc_Stop_ID__2.029,-0.003875603
Enc_Day_of_Week__4954,0.015510055,,Enc_Stop_Sequence__10808,-0.003919967
Enc_Day_of_Week__4955,0.030776668,,Enc_Transit_Date__12/5/2019,-0.003998495
Enc_Day_of_Week__4956,0.002901796,,Enc_Transit_Date__5/1/2019,-0.004059778
Enc_Day_of_Week__4958,-0.004153772,,Enc_Stop_Sequence__10075,-0.004072004
Enc_Day_of_Week__4960,0.005113626,,Enc_Stop_Sequence__10813,-0.004098881
Enc_Day_of_Week__4962,0.025227412,,Enc_Day_of_Week__5022,-0.004111659
Enc_Day_of_Week__4963,0.038577613,,Enc_Day_of_Week__4958,-0.004153772
Enc_Day_of_Week__4964,-0.002407848,,Enc_Stop_Sequence__10634,-0.004187525
Enc_Day_of_Week__4965,-0.002948502,,Enc_Transit_Date__4/30/2019,-0.00419146
Enc_Day_of_Week__4966,0.008934203,,Enc_Day_of_Week__4749,-0.004193674
Enc_Day_of_Week__4968,0.013393145,,Enc_Day_of_Week__4674,-0.004269308
Enc_Day_of_Week__4969,0.013004371,,Enc_Stop_Sequence__10298,-0.004286377
Enc_Day_of_Week__4970,0.010607515,,Enc_Transit_Date__3/7/2019,-0.004300395
Enc_Day_of_Week__4975,-0.008820915,,Enc_Stop_Sequence__10268,-0.004320952
Enc_Day_of_Week__4976,0.024657621,,Enc_Stop_Sequence__11665,-0.004354501
Enc_Day_of_Week__4977,-0.00304134,,Enc_Transit_Date__5/30/2019,-0.004357649
Enc_Day_of_Week__4979,0.020509131,,Enc_Day_of_Week__4563,-0.004362905
Enc_Day_of_Week__4981,0.003572329,,Enc_Transit_Date__7/13/2019,-0.004399281
Enc_Day_of_Week__4982,0.002917609,,Enc_Stop_Sequence__10805,-0.004415818
Enc_Day_of_Week__4983,0.005463318,,Enc_Day_of_Week__4827,-0.004474174
Enc_Day_of_Week__4984,0.014715107,,Enc_Day_of_Week__4828,-0.004491292
Enc_Day_of_Week__4987,0.003479789,,Enc_Day_of_Week__4457,-0.004554101
Enc_Day_of_Week__4990,0.002749691,,Enc_Stop_Sequence__10612,-0.004559613
Enc_Day_of_Week__4991,0.01077717,,Enc_Day_of_Week__4784,-0.00457492
Enc_Day_of_Week__4992,-0.015942713,,Enc_Day_of_Week__4920,-0.004606325
Enc_Day_of_Week__4993,0.008766266,,Enc_Stop_Sequence__10283,-0.004619823
Enc_Day_of_Week__4995,-0.005789994,,Enc_Stop_Sequence__10649,-0.004659188
Enc_Day_of_Week__4996,-0.004875607,,Enc_Day_of_Week__4926,-0.004671442
Enc_Day_of_Week__4997,-0.014067319,,Enc_Transit_Date__10/15/2019,-0.004729236
Enc_Day_of_Week__4998,-0.017247476,,Enc_Day_of_Week__3001,-0.004751266
Enc_Day_of_Week__4999,0.012633637,,Enc_Stop_Sequence__10681,-0.004780412
Enc_Day_of_Week__5000,-0.001910307,,Enc_Day_of_Week__5016,-0.00480886
Enc_Day_of_Week__5001,-0.002656985,,Enc_Transit_Date__4/24/2019,-0.004818983
Enc_Day_of_Week__5002,-0.006431417,,Enc_Day_of_Week__4996,-0.004875607
Enc_Day_of_Week__5003,-0.003707936,,Enc_Transit_Date__6/29/2019,-0.00490435
Enc_Day_of_Week__5004,0.005548428,,Enc_Stop_Sequence__10907,-0.004956876
Enc_Day_of_Week__5005,0.005421034,,Enc_Day_of_Week__4181,-0.004967493
Enc_Day_of_Week__5006,0.010802822,,Enc_Stop_Sequence__10284,-0.005015368
Enc_Day_of_Week__5007,0.00284382,,Enc_Stop_Sequence__10880,-0.005026671
Enc_Day_of_Week__5008,0.010265318,,Enc_Transit_Date__10/9/2019,-0.005029053
Enc_Day_of_Week__5009,-0.003189436,,Enc_Transit_Date__7/30/2019,-0.005032485
Enc_Day_of_Week__5012,-0.001819215,,Enc_Transit_Date__8/23/2019,-0.005049115
Enc_Day_of_Week__5014,-0.000791109,,Enc_Stop_Sequence__10879,-0.005084367
Enc_Day_of_Week__5015,0.018471754,,Enc_Transit_Date__4/29/2019,-0.005091487
Enc_Day_of_Week__5016,-0.00480886,,Enc_Day_of_Week__5074,-0.005134262
Enc_Day_of_Week__5017,0.02901222,,Enc_Day_of_Week__4341,-0.005139347
Enc_Day_of_Week__5018,0.010680842,,Enc_Transit_Date__9/2/2019,-0.00514036
Enc_Day_of_Week__5019,-0.001899065,,Enc_Transit_Date__7/3/2019,-0.005150796
Enc_Day_of_Week__5021,0.043660629,,Enc_Transit_Date__9/8/2019,-0.005360483
Enc_Day_of_Week__5022,-0.004111659,,Enc_Transit_Date__11/27/2019,-0.005454442
Enc_Day_of_Week__5024,-0.013414871,,Enc_Transit_Date__8/28/2019,-0.005465314
Enc_Day_of_Week__5025,0.019828943,,Enc_Day_of_Week__4927,-0.005467844
Enc_Day_of_Week__5026,0.015766288,,Enc_Day_of_Week__3029,-0.005497485
Enc_Day_of_Week__5028,0.009934732,,Enc_Day_of_Week__4559,-0.005534387
Enc_Day_of_Week__5031,0.027890073,,Enc_Stop_Sequence__10678,-0.005570276
Enc_Day_of_Week__5032,0.017642527,,Enc_Stop_Sequence__10807,-0.00560595
Enc_Day_of_Week__5033,0.017489435,,Enc_Stop_Sequence__10801,-0.005633288
Enc_Day_of_Week__5034,0.010713628,,Enc_Day_of_Week__4565,-0.005650404
Enc_Day_of_Week__5035,0.045577851,,Enc_Transit_Date__7/27/2019,-0.005666097
Enc_Day_of_Week__5036,0.025942994,,Enc_Transit_Date__10/30/2019,-0.005671595
Enc_Day_of_Week__5037,0.005002212,,Enc_Day_of_Week__4862,-0.005696331
Enc_Day_of_Week__5038,0.015556314,,Enc_Transit_Date__9/15/2019,-0.005722719
Enc_Day_of_Week__5039,0.019489839,,Enc_Transit_Date__12/25/2019,-0.005728232
Enc_Day_of_Week__5040,0.024841469,,Enc_Stop_Sequence__10888,-0.005749625
Enc_Day_of_Week__5041,0.057987008,,Enc_Day_of_Week__4902,-0.005780636
Enc_Day_of_Week__5042,0.010932771,,Enc_Day_of_Week__4995,-0.005789994
Enc_Day_of_Week__5043,0.023333725,,Enc_Transit_Date__7/4/2019,-0.005798503
Enc_Day_of_Week__5044,-0.007551728,,Enc_Stop_Sequence__10894,-0.005837555
Enc_Day_of_Week__5045,-0.014714298,,Enc_Transit_Date__5/14/2019,-0.005845567
Enc_Day_of_Week__5046,-0.0003822,,Enc_Stop_Sequence__10882,-0.005857502
Enc_Day_of_Week__5047,0.044152268,,Enc_Day_of_Week__3253,-0.005859694
Enc_Day_of_Week__5048,-0.001559384,,Enc_Transit_Date__8/12/2019,-0.005875855
Enc_Day_of_Week__5049,0.030527293,,Enc_Transit_Date__8/30/2019,-0.005888533
Enc_Day_of_Week__5050,0.004376091,,Enc_Stop_ID__1.035,-0.005921624
Enc_Day_of_Week__5052,0.017448954,,Enc_Stop_Sequence__10249,-0.005937999
Enc_Day_of_Week__5054,-0.006105993,,Enc_Day_of_Week__3511,-0.00598221
Enc_Day_of_Week__5055,0.006073008,,Enc_Stop_Sequence__10671,-0.005996344
Enc_Day_of_Week__5056,0.005994316,,Enc_Transit_Date__8/11/2019,-0.006051936
Enc_Day_of_Week__5058,0.022095271,,Enc_Day_of_Week__4482,-0.006076588
Enc_Day_of_Week__5060,0.014013541,,Enc_Transit_Date__7/5/2019,-0.006102057
Enc_Day_of_Week__5063,0.009602168,,Enc_Day_of_Week__5054,-0.006105993
Enc_Day_of_Week__5064,0.00924854,,Enc_Day_of_Week__3807,-0.006112706
Enc_Day_of_Week__5065,0.009164639,,Enc_Transit_Date__6/8/2019,-0.006154947
Enc_Day_of_Week__5067,0.032171163,,Enc_Transit_Date__10/21/2019,-0.006198721
Enc_Day_of_Week__5074,-0.005134262,,Enc_Stop_Sequence__10891,-0.00623809
Enc_Day_of_Week__5075,0.010433685,,Enc_Transit_Date__12/22/2019,-0.006276876
Enc_Miles__Friday,0.022031595,,Enc_Transit_Date__4/16/2019,-0.006344715
Enc_Miles__Monday,-0.040165079,,Enc_Day_of_Week__4441,-0.006360973
Enc_Miles__Saturday,0.032007765,,Enc_Stop_Sequence__10878,-0.006395446
Enc_Miles__Sunday,-0.031785494,,Enc_Transit_Date__7/26/2019,-0.006430936
Enc_Miles__Thursday,0.014360572,,Enc_Day_of_Week__5002,-0.006431417
Enc_Miles__Tuesday,0.002389779,,Enc_Transit_Date__7/20/2019,-0.006472828
Enc_Miles__Wednesday,0.000653403,,Enc_Transit_Date__8/4/2019,-0.006478152
Enc_Stop_ID__-1.035,-0.002560907,,Enc_Stop_ID__37.885,-0.006501571
Enc_Stop_ID__-0.347,-0.000637824,,Enc_Transit_Date__10/28/2019,-0.006521667
Enc_Stop_ID__0.0,-0.020917633,,Enc_Day_of_Week__4811,-0.006537576
Enc_Stop_ID__0.347,0.00752655,,Enc_Day_of_Week__4476,-0.006570503
Enc_Stop_ID__1.035,-0.005921624,,Enc_Day_of_Week__4745,-0.006669011
Enc_Stop_ID__1.159,-0.007787467,,Enc_Transit_Date__7/6/2019,-0.006679825
Enc_Stop_ID__2.029,-0.003875603,,Enc_Transit_Date__5/9/2019,-0.006817153
Enc_Stop_ID__2.044,-0.001591133,,Enc_Transit_Date__7/18/2019,-0.006820865
Enc_Stop_ID__2.928,0.00400061,,Enc_Transit_Date__7/17/2019,-0.006853474
Enc_Stop_ID__5.303,0.004778555,,Enc_Transit_Date__6/18/2019,-0.006859639
Enc_Stop_ID__5.397,0.027072366,,Enc_Transit_Date__6/16/2019,-0.006864687
Enc_Stop_ID__5.744,-0.000637824,,Enc_Day_of_Week__4472,-0.006971913
Enc_Stop_ID__8.444,0.012853418,,Enc_Actual_Hour_Depart__8,-0.007080667
Enc_Stop_ID__8.531,0.01311243,,Enc_Day_of_Week__4665,-0.007083551
Enc_Stop_ID__10.793,-0.001137276,,Enc_Transit_Date__6/7/2019,-0.007205197
Enc_Stop_ID__13.927,-0.001661733,,Enc_Stop_Sequence__11662,-0.00721622
Enc_Stop_ID__17.062,0.003170919,,Enc_Transit_Date__8/2/2019,-0.007353833
Enc_Stop_ID__20.839,0.016595128,,Enc_Transit_Date__4/28/2019,-0.00739425
Enc_Stop_ID__21.067,-0.086066898,,Enc_Stop_Sequence__10276,-0.007427031
Enc_Stop_ID__22.961,-0.021707362,,Enc_Day_of_Week__3618,-0.007484671
Enc_Stop_ID__23.089,0.011930393,,Enc_Stop_Sequence__10682,-0.007511877
Enc_Stop_ID__23.769,0.012566163,,Enc_Day_of_Week__5044,-0.007551728
Enc_Stop_ID__23.886,0.021440783,,Enc_Stop_Sequence__10877,-0.007562666
Enc_Stop_ID__23.995,-0.002560907,,Enc_Day_of_Week__4793,-0.007665247
Enc_Stop_ID__25.083,-0.013060493,,Enc_Stop_Sequence__10253,-0.007707578
Enc_Stop_ID__25.118,0.001437186,,Enc_Day_of_Week__4585,-0.007714859
Enc_Stop_ID__32.299,0.003646625,,Enc_Transit_Date__2/28/2019,-0.007775241
Enc_Stop_ID__37.885,-0.006501571,,Enc_Stop_ID__1.159,-0.007787467
Enc_Stop_ID__38.718,-0.015644992,,Enc_Day_of_Week__4922,-0.007803261
Enc_Stop_ID__39.09,0.030045186,,Enc_Transit_Date__6/28/2019,-0.007816914
Enc_Stop_ID__39.55,-0.008715936,,Enc_Transit_Date__5/7/2019,-0.007827281
Enc_Stop_ID__40.746,0.000139782,,Enc_Day_of_Week__4909,-0.007846206
Enc_Stop_ID__43.8,0.006241448,,Enc_Stop_Sequence__10852,-0.007848137
Enc_Stop_ID__44.149,0.011018081,,Enc_Transit_Date__12/27/2019,-0.007923113
Enc_Stop_ID__44.725,0.001772013,,Enc_Transit_Date__7/28/2019,-0.007928022
Enc_Stop_ID__46.178,-0.001682926,,Enc_Day_of_Week__4514,-0.007985308
Enc_Stop_ID__46.858,0.007725349,,Enc_Transit_Date__6/14/2019,-0.007985536
Enc_Stop_ID__47.537,0.006295317,,Enc_Stop_Sequence__10301,-0.007994077
Enc_Stop_ID__77.145,0.006683332,,Enc_Stop_Sequence__10604,-0.008074248
Enc_Stop_ID__78.18,-0.001375984,,Enc_Transit_Date__7/14/2019,-0.008134865
Enc_Block_Number__896,0.01321164,,Enc_Stop_Sequence__10811,-0.00816807
Enc_Block_Number__897,0.010312654,,Enc_Transit_Date__4/2/2019,-0.008196339
Enc_Block_Number__1171,0.017548006,,Enc_Transit_Date__7/12/2019,-0.008196982
Enc_Block_Number__1172,0.026616101,,Enc_Day_of_Week__4903,-0.008235404
Enc_Block_Number__2028,-0.103052633,,Enc_Actual_Hour_Depart__20,-0.008323348
Enc_Block_Number__2158,0.014036744,,Enc_Day_of_Week__4809,-0.008340206
Enc_Block_Number__2474,-0.01649615,,Enc_Day_of_Week__4667,-0.008355919
Enc_Block_Number__2591,-0.0003173,,Enc_Transit_Date__5/25/2019,-0.008421578
Enc_Block_Number__2593,0.007648816,,Enc_Stop_Sequence__10159,-0.008449816
Enc_Block_Number__2594,0.015322057,,Enc_Transit_Date__8/15/2019,-0.008592146
Enc_Block_Number__2656,-0.026191528,,Enc_Day_of_Week__4605,-0.008659961
Enc_Block_Number__2818,0.026855422,,Enc_Transit_Date__7/15/2019,-0.008697127
Enc_Block_Number__2924,-0.0177472,,Enc_Stop_ID__39.55,-0.008715936
Enc_Stop_Sequence__10072,-0.019057594,,Enc_Transit_Date__6/23/2019,-0.008716024
Enc_Stop_Sequence__10075,-0.004072004,,Enc_Transit_Date__2/24/2019,-0.008761165
Enc_Stop_Sequence__10110,-0.001551366,,Enc_Stop_Sequence__10899,-0.008802239
Enc_Stop_Sequence__10159,-0.008449816,,Enc_Stop_Sequence__10635,-0.00881075
Enc_Stop_Sequence__10247,-0.021542467,,Enc_Day_of_Week__4888,-0.00881567
Enc_Stop_Sequence__10248,-0.013259943,,Enc_Day_of_Week__4975,-0.008820915
Enc_Stop_Sequence__10249,-0.005937999,,Enc_Day_of_Week__3421,-0.008888497
Enc_Stop_Sequence__10250,-0.00253339,,Enc_Transit_Date__3/21/2019,-0.008891072
Enc_Stop_Sequence__10251,-0.025192014,,Enc_Day_of_Week__4246,-0.008909643
Enc_Stop_Sequence__10252,-0.016459005,,Enc_Transit_Date__5/2/2019,-0.008911227
Enc_Stop_Sequence__10253,-0.007707578,,Enc_Transit_Date__5/29/2019,-0.008958858
Enc_Stop_Sequence__10254,0.000479971,,Enc_Day_of_Week__4531,-0.009031381
Enc_Stop_Sequence__10255,0.004721455,,Enc_Transit_Date__8/5/2019,-0.009100589
Enc_Stop_Sequence__10256,0.014783342,,Enc_Transit_Date__5/15/2019,-0.009139593
Enc_Stop_Sequence__10257,-0.011066764,,Enc_Day_of_Week__4500,-0.009191381
Enc_Stop_Sequence__10258,0.01083638,,Enc_Transit_Date__9/27/2019,-0.009197751
Enc_Stop_Sequence__10259,0.013844009,,Enc_Day_of_Week__3119,-0.009275237
Enc_Stop_Sequence__10260,-0.015337279,,Enc_Transit_Date__2/10/2019,-0.009283001
Enc_Stop_Sequence__10261,0.013622353,,Enc_Badge_#__4,-0.009304998
Enc_Stop_Sequence__10262,-0.014875952,,Enc_Day_of_Week__4953,-0.009338582
Enc_Stop_Sequence__10263,-0.015393716,,Enc_Transit_Date__5/6/2019,-0.009480788
Enc_Stop_Sequence__10264,-0.017100408,,Enc_Day_of_Week__4647,-0.009509454
Enc_Stop_Sequence__10265,-0.023285632,,Enc_Transit_Date__7/10/2019,-0.009520584
Enc_Stop_Sequence__10266,0.016536452,,Enc_Transit_Date__6/10/2019,-0.009602841
Enc_Stop_Sequence__10267,0.013899317,,Enc_Stop_Sequence__10897,-0.009634737
Enc_Stop_Sequence__10268,-0.004320952,,Enc_Stop_Sequence__10900,-0.009659353
Enc_Stop_Sequence__10269,-0.003082845,,Enc_Transit_Date__8/19/2019,-0.009683574
Enc_Stop_Sequence__10270,-0.020452977,,Enc_Stop_Sequence__10902,-0.009705192
Enc_Stop_Sequence__10271,-0.01226479,,Enc_Day_of_Week__3282,-0.009707015
Enc_Stop_Sequence__10272,-0.003223226,,Enc_Transit_Date__3/31/2019,-0.009883728
Enc_Stop_Sequence__10273,-0.011992598,,Enc_Day_of_Week__4737,-0.009996687
Enc_Stop_Sequence__10274,-0.029842379,,Enc_Day_of_Week__4601,-0.009996796
Enc_Stop_Sequence__10275,-0.014173858,,Enc_Transit_Date__9/16/2019,-0.010072563
Enc_Stop_Sequence__10276,-0.007427031,,Enc_Actual_Hour_Depart__19,-0.010088305
Enc_Stop_Sequence__10277,0.001360894,,Enc_Actual_Hour_Depart__7,-0.010144863
Enc_Stop_Sequence__10278,0.003423561,,Enc_Day_of_Week__3319,-0.010153194
Enc_Stop_Sequence__10279,0.014008106,,Enc_Stop_Sequence__10822,-0.010227452
Enc_Stop_Sequence__10280,-0.021829075,,Enc_Transit_Date__8/6/2019,-0.010255505
Enc_Stop_Sequence__10281,-0.003524611,,Enc_Transit_Date__7/24/2019,-0.010335773
Enc_Stop_Sequence__10282,-0.024710376,,Enc_Day_of_Week__4788,-0.010352295
Enc_Stop_Sequence__10283,-0.004619823,,Enc_Transit_Date__7/25/2019,-0.010374152
Enc_Stop_Sequence__10284,-0.005015368,,Enc_Day_of_Week__3272,-0.010638262
Enc_Stop_Sequence__10285,0.003812773,,Enc_Day_of_Week__4769,-0.010639421
Enc_Stop_Sequence__10286,0.021610289,,Enc_Transit_Date__8/13/2019,-0.010667218
Enc_Stop_Sequence__10287,-0.001735378,,Enc_Day_of_Week__4753,-0.010683916
Enc_Stop_Sequence__10288,-0.011201479,,Enc_Transit_Date__6/1/2019,-0.010768053
Enc_Stop_Sequence__10289,-0.001636597,,Enc_Stop_Sequence__10302,-0.010793974
Enc_Stop_Sequence__10290,0.015792771,,Enc_Transit_Date__7/29/2019,-0.01090256
Enc_Stop_Sequence__10291,-0.012434363,,Enc_Day_of_Week__4424,-0.010939553
Enc_Stop_Sequence__10292,0.036439725,,Enc_Transit_Date__4/21/2019,-0.010994203
Enc_Stop_Sequence__10293,0.005714691,,Enc_Stop_Sequence__10705,-0.011010819
Enc_Stop_Sequence__10294,-0.001414315,,Enc_Stop_Sequence__10257,-0.011066764
Enc_Stop_Sequence__10295,0.014961774,,Enc_Transit_Date__3/3/2019,-0.011132028
Enc_Stop_Sequence__10296,0.031165859,,Enc_Stop_Sequence__10835,-0.011139989
Enc_Stop_Sequence__10297,0.025271297,,Enc_Transit_Date__8/9/2019,-0.011183851
Enc_Stop_Sequence__10298,-0.004286377,,Enc_Stop_Sequence__10288,-0.011201479
Enc_Stop_Sequence__10299,-0.000634687,,Enc_Transit_Date__6/21/2019,-0.011210343
Enc_Stop_Sequence__10300,0.011978718,,Enc_Transit_Date__4/20/2019,-0.011236253
Enc_Stop_Sequence__10301,-0.007994077,,Enc_Transit_Date__7/31/2019,-0.01127806
Enc_Stop_Sequence__10302,-0.010793974,,Enc_Stop_Sequence__10889,-0.011328868
Enc_Stop_Sequence__10303,0.034378434,,Enc_Badge_#__2,-0.011354532
Enc_Stop_Sequence__10304,0.018376966,,Enc_Day_of_Week__3952,-0.011379232
Enc_Stop_Sequence__10305,-0.003438631,,Enc_Stop_Sequence__10860,-0.011464242
Enc_Stop_Sequence__10306,0.015105662,,Enc_Day_of_Week__3264,-0.011798563
Enc_Stop_Sequence__10307,-0.022530672,,Enc_Stop_Sequence__10702,-0.011824881
Enc_Stop_Sequence__10308,0.032052002,,Enc_Day_of_Week__4628,-0.011859255
Enc_Stop_Sequence__10309,0.014791182,,Enc_Day_of_Week__4906,-0.011868018
